id,text,Sentiment,device,date
1.23E+18,....THE UNITED STATES IS OPEN FOR BUSINESS!,0,Twitter for iPhone,2020-02-18
1.23E+18,"....I have seen some of the regulations being circulated, including those being contemplated by Congress, and they are ridiculous. I want to make it EASY to do business with the United States, not difficult. Everyone in my Administration is being so instructed, with no excuses...",0.116666667,Twitter for iPhone,2020-02-18
1.25E+18,"Nobody wants to say that if Elizabeth Warren gets out of the race before Super Tuesday, Crazy Bernie Sanders wins virtually every state in a blowout...NOT EVEN CLOSE!  I haven’t heard one member of the Fake News Establishment even mention this irrefutable fact. FAKE NEWS!",-0.136111111,Twitter for iPhone,2020-04-10
1.31E+18,"Never forget, they are coming after ME, because I am fighting for YOU! https://t.co/Cc7GnZiFyW",0,Twitter for iPhone,2020-09-18
1.28E+18,"Rather hard to believe that @FoxNews didn’t know that the Border Wall is well under construction, fully financed, &amp; already over 200 miles long? Will soon be finished! They just reported that “it is something that Dems are unlikely to budge on in this election year”.  @BretBaier",-0.284722222,Twitter for iPhone,2020-06-22
1.23E+18,"....product and goods to China and other countries. That’s what trade is all about. We don’t want to make it impossible to do business with us. That will only mean that orders will go to someplace else. As an example, I want China to buy our jet engines, the best in the World....",-0.020833333,Twitter for iPhone,2020-02-18
1.24E+18,"We are going to WIN, sooner rather than later!",0.4,Twitter for iPhone,2020-03-19
1.28E+18,WOW! The Trump Rally gives @FoxNews the “LARGEST SATURDAY NIGHT AUDIENCE IN ITS HUSTORY”. Isn’t it amazing that virtually nobody in the Lamestream Media is reporting this rather major feat!,0.267708333,Twitter for iPhone,2020-06-22
1.23E+18,"The United States cannot, &amp; will not, become such a difficult place to deal with in terms of foreign countries buying our product, including for the always used National Security excuse, that our companies will be forced to leave in order to remain competitive. We want to sell...",-0.195,Twitter for iPhone,2020-02-18
1.26E+18,"Because it was OBAMAGATE, and he and Sleepy Joe led the charge. The most corrupt administration in U.S. history! https://t.co/PTzFvvITh3",-0.0625,Twitter for iPhone,2020-05-11
1.31E+18,"...China as a “positive development” for America and the world. If it were up to Joe, bin Laden and Soleimani would still be alive, ISIS would be still on the rampage, and China would now be the dominant power in the world – not America.",0.163636364,Twitter for iPhone,2020-09-18
1.24E+18,"America’s Private Sector is stepping up to help us be STRONG! Many of the Nation’s distillers, large and small, are producing and donating hand sanitizer to help fight #COVID19. THANK YOU! https://t.co/bcjKA9Janw",0.188690476,Twitter for iPhone,2020-03-19
1.31E+18,"No one has been more wrong, more often than Biden. He voted FOR the Iraq War, he supported the defense sequester that gutted our military, he opposed the mission to take out Osama bin Laden, he opposed killing Soleimani, he oversaw the rise of ISIS, and he cheered the rise of...",0.1,Twitter for iPhone,2020-09-18
1.31E+18,A three year HOAX. A failed COUP! https://t.co/hKBrtMwsZY,-0.625,Twitter for iPhone,2020-09-25
1.22E+18,"The Do Nothing Democrats just keep repeating and repeating, over and over again, the same old “stuff” on the Impeachment Hoax. They want to use up ALL of their time, even though it is the wrong thing to do. They ought to go back to work for our great American people!",0.066666667,Twitter for iPhone,2020-01-24
1.24E+18,SOCIAL DISTANCING! https://t.co/H2jR59wArx,0.041666667,Twitter for iPhone,2020-03-19
1.31E+18,"A vote for Republicans is a vote for safe communities, great jobs, and a limitless future for ALL Americans. Instead of letting Washington change us, despite all that we have been through, we are changing Washington! https://t.co/WwzdPhlJcp https://t.co/sgFzTc4rl0",0.433333333,Twitter for iPhone,2020-09-18
1.28E+18,A really wonderful book. Buy it and enjoy! https://t.co/GZgicj3o3G,0.75,Twitter for iPhone,2020-06-22
1.23E+18,.....existence of these tweets in which you were so harshly negative about the President &amp; the people who support him. Don’t you think we wanted to know that before we put you on this jury.’ Pretty obvious he should (get a new trial). I think almost any judge in the Country.....,0.021590909,Twitter for iPhone,2020-02-18
1.27E+18,.@Facebook CEO Mark Zuckerberg is today criticizing Twitter. “We have a different policy than Twitter on this. I believe strongly that Facebook shouldn’t be the arbiter of truth of everything that people say online.” Did Twitter criticize Obama for his “you can keep your Dr.”?,0.216666667,Twitter for iPhone,2020-05-29
1.23E+18,".....would order a new trial, I’m not so sure about Judge Jackson, I don’t know.” @Judgenap (Andrew Napolitano) @foxandfriends",0.318181818,Twitter for iPhone,2020-02-18
1.31E+18,I will NEVER let you down! https://t.co/bqh7UAYebA,-0.194444444,Twitter for iPhone,2020-09-25
1.27E+18,MAIL-IN VOTING WILL LEAD TO MASSIVE FRAUD AND ABUSE. IT WILL ALSO LEAD TO THE END OF OUR GREAT REPUBLICAN PARTY. WE CAN NEVER LET THIS TRAGEDY BEFALL OUR NATION. BIG MAIL-IN VICTORY IN TEXAS COURT TODAY. CONGRATS!!!,0.266666667,Twitter for iPhone,2020-05-29
1.26E+18,"THE ENEMY OF THE PEOPLE. Sadly, our Lamestream Media is TOTALLY CORRUPT! https://t.co/S4hRDIZIOQ",-0.5625,Twitter for iPhone,2020-05-11
1.22E+18,"#MarchForLife 
https://t.co/5Yg09dOoJd",0,Twitter for iPhone,2020-01-24
1.31E+18,Pelosi wants to take 30 Billion Dollars away from our great Farmers. Can’t let that happen!,0.6,Twitter for iPhone,2020-09-18
1.25E+18,"“Trump did a deal with Japan. A lot of our product goes to Japan, and we are booming in North Dakota.” Jim on C Span, Washington Journal. Our Trade Deals will be having a big impact on our Country as they kick in!",0,Twitter for iPhone,2020-04-11
1.31E+18,"Mini Mike Bloomberg, after making a total fool of himself as he got badly beaten up by Pocahontas and the Democrats in the Primaries, is at it again. He tried to buy an Election and went away with a major case of Depression. Now he’s throwing money at the Dems, looking for a job!",-0.207291667,Twitter for iPhone,2020-09-18
1.23E+18,"“Judge Jackson now has a request for a new trial based on the unambiguous &amp; self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, you’re a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the....",0.368181818,Twitter for iPhone,2020-02-18
1.22E+18,"China has been working very hard to contain the Coronavirus. The United States greatly appreciates their efforts and transparency. It will all work out well. In particular, on behalf of the American People, I want to thank President Xi!",0.146875,Twitter for iPhone,2020-01-24
1.28E+18,Great! https://t.co/cVw4iQmqRU,1,Twitter for iPhone,2020-07-04
1.27E+18,"I can’t stand back &amp; watch this happen to a great American City, Minneapolis. A total lack of leadership. Either the very weak Radical Left Mayor, Jacob Frey, get his act together and bring the City under control, or I will send in the National Guard &amp; get the job done right.....",0.085459184,Twitter for iPhone,2020-05-29
1.22E+18,"After consultation with our Great Military Leaders, designers, and others, I am pleased to present the new logo for the United States Space Force, the Sixth Branch of our Magnificent Military! https://t.co/TC8pT4yHFT",0.315909091,Twitter for iPhone,2020-01-24
1.25E+18,"....economy was shuttered. This is unprecedented, it is unsettling and challenging but, we will rise to meet the occasion.” MACK MCLARTY, Clinton White House Chief of Staff. @LelandVittert @FoxNews Thank you Mack. We will be bigger, better and stronger than ever before!",0.204166667,Twitter for iPhone,2020-04-11
1.25E+18,"“I think the situation is unprecedented, and there is no question about that. It’s whiplash! The economy was moving forward at a rapid pace in terms of growth, jobs and even wage increases, and all of a sudden the pandemic hit and the....",0.375,Twitter for iPhone,2020-04-11
1.26E+18,"Congressman Jeff Fortenberry (@SupportFortNE) is a great advocate for Nebraska. He fights for Farmers, Small Businesses and our incredible Vets and Military. Jeff has my Complete and Total Endorsement! #NE01 https://t.co/avfdrBY1h0",0.241666667,Twitter for iPhone,2020-05-11
1.26E+18,"Congressman @DonJBacon is doing a tremendous job for Nebraska! He served our Country as an Air Force General, and now he serves our Vets, Farmers, and Small Businesses. Strongly supports the Second Amendment. Don has my Complete &amp; Total Endorsement! #NE02 https://t.co/gHYoWjRBrZ",0.107142857,Twitter for iPhone,2020-05-11
1.31E+18,Biden FAILED BADLY with the Swine Flu. It was the Gang That Couldn’t Shoot Straight”.  He didn’t have a clue. We have done an incredible job with the much tougher China Virus!,0.03,Twitter for iPhone,2020-09-18
1.27E+18,"Twitter is doing nothing about all of the lies &amp; propaganda being put out by China or the Radical Left Democrat Party. They have targeted Republicans, Conservatives &amp; the President of the United States. Section 230 should be revoked by Congress. Until then, it will be regulated!",-0.05,Twitter for iPhone,2020-05-29
1.31E+18,"The Obama Administration was not out to get the facts, they were out to “get Trump”. Ken Starr...And got caught red handed - All of them. “Trump was right”, they said!",0.178571429,Twitter for iPhone,2020-09-26
1.28E+18,"I brought back Cars &amp; Jobs. Will do it again for Michigan, &amp; everywhere else!!! https://t.co/PbJdI5T8WK",0,Twitter for iPhone,2020-06-23
1.28E+18,Thank you my friend. America loves India! https://t.co/mlvJ51l8XJ,0,Twitter for iPhone,2020-07-04
1.25E+18,"When the Failing @nytimes or Amazon @washingtonpost writes a story saying “unnamed sources said”, or any such phrase where a person’s  name is not used, don’t believe them. Most of these unnamed sources don’t exist. They are made up to defame &amp; disparage. They have no “source”...",0.25,Twitter for iPhone,2020-04-11
1.26E+18,"Congressman Adrian Smith is a strong fighter for Nebraska. He fights for your Second Amendment, defends our Borders, strengthens our Military and loves our Vets! Adrian has my Complete and Total Endorsement! #NE03 https://t.co/lmZL5CsqWY",0.081666667,Twitter for iPhone,2020-05-11
1.28E+18,The China Trade Deal is fully intact. Hopefully they will continue to live up to the terms of the Agreement!,0.170454545,Twitter for iPhone,2020-06-23
1.27E+18,"“The President has been targeted by Twitter.” @MariaBartiromo  What about all of the lies and fraudulent statements made by Adam Schiff, and so many others, on the Russian Witch Hunt Plus, Plus, Plus? What about China’s propaganda? WHO’s mistakes? No flags?  @foxandfriends",0.133333333,Twitter for iPhone,2020-05-29
1.31E+18,"THANK YOU VIRGINIA! #MAGA 
https://t.co/py3lLzBjPY",0,Twitter for iPhone,2020-09-26
1.3E+18,.@FoxNews is not watchable during weekend afternoons. It is worse than Fake News @CNN. I strongly suggest turning your dial to @OANN. They do a really “Fair &amp; Balanced” job!,0.102083333,Twitter for iPhone,2020-08-16
1.31E+18,"On National POW/MIA Recognition Day, The @FLOTUS and I honor the men &amp; women of our Armed Forces who have selflessly served our Country &amp; made tremendous sacrifices to defend our liberty. Our Nation remains committed to accounting for all missing Americans.https://t.co/vyIvM9Tlxb",0.066666667,Twitter for iPhone,2020-09-18
1.25E+18,....Does anyone ever notice how few quotes from an actual person are given nowadays by the Lamestream Media. Very seldom. The unnamed or anonymous sources are almost always FAKE NEWS.,-0.125,Twitter for iPhone,2020-04-11
1.24E+18,THANK YOU! #ThankATrucker https://t.co/VgzJ2LXXpi,0,Twitter for iPhone,2020-03-19
1.28E+18,So terrible! https://t.co/hSI9f2WW58,-1,Twitter for iPhone,2020-06-23
1.23E+18,"The Mayor’s efforts to shield illegal aliens endangers the lives of the public and law enforcement who have to go into the field to apprehend those released. He shouldn’t be urging illegals to beat the system, he should be urging them to safely turn themselves in! https://t.co/sSJodorcVr",0.041666667,Twitter for iPhone,2020-02-18
1.22E+18,"It was my honor to welcome our nation’s Mayors to the @WhiteHouse as we continue to strengthen the bonds of cooperation between federal and local governments so that we can deliver great jobs, excellent schools, affordable healthcare, and safe communities for all of our people! https://t.co/QwYzS32lyQ",0.645,Twitter for iPhone,2020-01-25
1.28E+18,“Change Hearts Not Stones. There is no end to historical purification.” Great historian Doug Wead,0.4,Twitter for iPhone,2020-07-04
1.27E+18,"“Regulate Twitter if they are going to start regulating free speech.” @JudgeJeanine @foxandfriends  Well, as they have just proven conclusively, that’s what they are doing. Repeal Section 230!!!",0.78125,Twitter for iPhone,2020-05-29
1.31E+18,Happy Birthday to our GREAT @USAirforce! #USAF73🇺🇸 https://t.co/ANVlqKB36u,0.9,Twitter for iPhone,2020-09-18
1.25E+18,WE WILL BUILD IT AGAIN!,0,Twitter for iPhone,2020-04-11
1.24E+18,"THANK YOU to our Police Officers, Fire Fighters, and EMS who help us defeat the Virus every day. Our proud nation is grateful for the unwavering dedication and sacrifice of our First Responders and their families. TOGETHER we will beat this!",0.55625,Twitter for iPhone,2020-03-19
1.23E+18,"Chris Jacobs will be a great Congressman who will always fight for the people of New York. He supports our #MAGA Agenda, will continue to Secure Our Border, Loves our Military, Vets, and is Strong on the #2A. Chris has my Complete Endorsement for the Special Election on 4/28!",0.316589363,Twitter for iPhone,2020-02-18
1.31E+18,"...I’m playing for your guns, and I’m playing for your values. For all the Federal Employees in Virginia, remember, it was me that got you the Federal Pay Raises, not Sleepy Joe Biden. I’ll be having a Big Rally in Virginia, to be announced soon! https://t.co/WwzdPhDkAZ",0,Twitter for iPhone,2020-09-18
1.28E+18,Looks what’s going on here. Where are the protesters? Was this man arrested? https://t.co/2E1UbU5vNN,0,Twitter for iPhone,2020-06-23
1.31E+18,"Voting starts in Virginia TODAY, and we are going to WIN. You have a crazy Governor who wants to take away your guns, which he will do without me in office. He is in favor of executing babies after birth - this isn’t late-term abortion, this is a step way beyond! Vote for me...",0.15,Twitter for iPhone,2020-09-18
1.31E+18,"Based on the strong recommendation of @SenDanSullivan and @repdonyoung of the Great State of Alaska, it is my honor to inform you that I will be issuing a Presidential Permit for the A2A Cross-Border Rail between Alaska &amp; Canada. Congratulations to the people of Alaska &amp; Canada!",0.716666667,Twitter for iPhone,2020-09-26
1.27E+18,CHINA!,0,Twitter for iPhone,2020-05-29
1.25E+18,"Wishing all a safe and blessed Easter Sunday. I will be tuning into Pastor @robertjeffress at https://t.co/roBC6bOARn Church in Dallas, Texas tomorrow morning at 10:20 AM Eastern. https://t.co/wCa7u6qSnl",0.5,Twitter for iPhone,2020-04-11
1.23E+18,".....Mini is illegally buying the Democrat Nomination. They are taking it away from Bernie again. Mini Mike, Major Party Nominations are not for sale! Good luck in the debate tomorrow night and remember, no standing on boxes!",0.151041667,Twitter for iPhone,2020-02-18
1.3E+18,"“If carefully done, according to the guidelines, there is no reason why you shouldn’t be able to do that (vote at polling place).” Doctor Anthony Fauci",0.2,Twitter for iPhone,2020-08-16
1.28E+18,"Numerous people arrested in D.C. for the disgraceful vandalism, in Lafayette Park, of the magnificent Statue of Andrew Jackson, in addition to the exterior defacing of St. John’s Church across the street. 10 years in prison under the Veteran’s Memorial Preservation Act. Beware!",0.333333333,Twitter for iPhone,2020-06-23
1.31E+18,Fill out your information and get everything you need to cast your #VOTE. MAKE AMERICA GREAT AGAIN! https://t.co/WwzdPhDkAZ,1,Twitter for iPhone,2020-09-18
1.3E+18,Michael knows!!! https://t.co/QNuj5Y1PZc,0,Twitter for iPhone,2020-08-30
1.25E+18,Great editorial by @SenRonJohnson! https://t.co/hGmcwI4OSe,1,Twitter for iPhone,2020-04-11
1.23E+18,"What Mini Mike is doing is nothing less than a large scale illegal campaign contribution. He is “spreading” money all over the place, only to have recipients of his cash payments, many former opponents, happily joining or supporting his campaign. Isn’t that called a payoff? .....",0.137202381,Twitter for iPhone,2020-02-18
1.26E+18,"Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets....",0.541666667,Twitter for iPhone,2020-05-11
1.26E+18,"....He is Strong on Crime, the Border, and Second Amendment. Tom has deep roots in Wisconsin, is a big Tax Cutter, and will help me DRAIN THE SWAMP! Tom has my Complete and Total Endorsement. Vote for Tom Tiffany! https://t.co/5OqIcahKg1",0.088888889,Twitter for iPhone,2020-05-11
1.31E+18,THANK YOU! #MAGA https://t.co/F9jn2gNMBl,0,Twitter for iPhone,2020-09-18
1.28E+18,"Interesting guy. “Bolton is really dumb”.  True, and he broke the law! https://t.co/bP52vXukId",0.1875,Twitter for iPhone,2020-06-23
1.25E+18,"“The President and the Federal Government are doing an excellent job. When they say the death toll isn’t going to be as high as reported, they (the opposition) act like they’re sad because it’s lower. I think they are (Press Conferences) wonderful.” West Virginia Resident, C Span",0.415,Twitter for iPhone,2020-04-11
1.3E+18,Thank you James! https://t.co/cKiKlAXHqI,0,Twitter for iPhone,2020-08-16
1.26E+18,"Vote @MikeGarcia2020 by May 12th! His opponent @ChristyforCA25 voted to fire teachers, and cut their salaries while bumping up her pay. Now she’s mocking our Great Vets! We need Navy Fighter Pilot Mike Garcia in #CA25! https://t.co/MEnGMvl8it",1,Twitter for iPhone,2020-05-11
1.27E+18,The National Guard has arrived on the scene. They are in Minneapolis and fully prepared. George Floyd will not have died in vain. Respect his memory!!!,0,Twitter for iPhone,2020-05-29
1.31E+18,"Nick Freitas (@NickForVA) will be an incredible Congressman for the people of Virginia. A Green Beret Combat Veteran, he is Strong on the Military &amp; Vets, the Economy, Healthcare, and the Second Amendment. Nick has my Complete and Total Endorsement! #VA07 https://t.co/ulDWv30802",0.141666667,Twitter for iPhone,2020-09-18
1.28E+18,"See, Bolton broke the law. Classified Information! https://t.co/lBWrmYxnka",0,Twitter for iPhone,2020-06-23
1.25E+18,"Watching @FoxNews on weekend afternoons is a total waste of time. We now have some great alternatives, like @OANN.",0.2,Twitter for iPhone,2020-04-11
1.3E+18,Thank you Franklin! https://t.co/ZwpwcS2k2B,0,Twitter for iPhone,2020-08-16
1.27E+18,REVOKE 230!,0,Twitter for iPhone,2020-05-29
1.31E+18,".@ScottTaylorVA is a fighter for Virginia, and we need him back in Congress! He served our Country as a Navy SEAL, and he is Strong on the Border, Military, and the Second Amendment. Scott has my Complete and Total Endorsement! #VA02 https://t.co/MnRy98uKGI",0.072222222,Twitter for iPhone,2020-09-18
1.31E+18,"Bob Good (@GoodForCongress) will be a terrific Congressman for Virginia! He is strong on the Economy, Law Enforcement, Life and our brave Military &amp; Vets, and he will always protect your Second Amendment. Bob has my Complete and Total Endorsement! #VA05 https://t.co/gA816mcXQx",0.241666667,Twitter for iPhone,2020-09-18
1.25E+18,I will be watching. HAVE A GREAT EASTER! https://t.co/wCa7u6qSnl,1,Twitter for iPhone,2020-04-11
1.27E+18,"....It was spoken as a fact, not as a statement. It’s very simple, nobody should have any problem with this other than the haters, and those looking to cause trouble on social media. Honor the memory of George Floyd!",-0.070833333,Twitter for iPhone,2020-05-29
1.27E+18,"Looting leads to shooting, and that’s why a man was shot and killed in Minneapolis on Wednesday night - or look at what just happened in Louisville with 7 people shot. I don’t want this to happen, and that’s what the expression put out last night means....",-0.1,Twitter for iPhone,2020-05-29
1.23E+18,"Mini Mike. No, I would rather run against you!",0,Twitter for iPhone,2020-02-18
1.31E+18,"Michelle @FischbachMN7 is running for Congress in Minnesota. Michelle will protect the unborn, is Strong on Crime &amp; Borders, Cutting Taxes, your #2A, Loves our Military, Vets, &amp; will stand w/ our Great Farmers. Michelle has my Complete &amp; Total Endorsement! https://t.co/6FH77P2VEB",0.105555556,Twitter for iPhone,2020-09-18
1.31E+18,"Congressman @PeteStauber fights for the hard-working people of Northeastern Minnesota! A former professional hockey player, Pete knows how to win. He stands for Law Enforcement, Small Business and our Vets. Pete has my Complete and Total Endorsement! #MN08 https://t.co/hu99hpOvbZ",0.125,Twitter for iPhone,2020-09-18
1.23E+18,"I hope the Federal Judges Association will discuss the tremendous FISA Court abuse that has taken place with respect to the Mueller Investigation Scam, including the forging of documents and knowingly using the fake and totally discredited Dossier before the Court. Thank you!",-0.055555556,Twitter for iPhone,2020-02-18
1.28E+18,"Washed up Creepster John Bolton is a lowlife who should be in jail, money seized, for disseminating, for profit, highly Classified information. Remember what they did to the young submarine sailor, but did nothing to Crooked Hillary. I ended up pardoning him - It wasn’t fair!",0.207,Twitter for iPhone,2020-06-23
1.31E+18,"Congressman Jim Hagedorn (@JimHagedornMN) is an incredible advocate for Minnesota! He fights for our Farmers, Vets and Small Businesses, and he strongly defends your Second Amendment! Jim has my Complete and Total Endorsement! #MN01 https://t.co/MeuHHh8KFc",0.213888889,Twitter for iPhone,2020-09-18
1.31E+18,"Tyler Kistner (@KistnerCongress) will be an incredible Congressman for Minnesota. A Marine Special Forces Veteran, he is Strong on National Security, the Economy, Law Enforcement &amp; our America First agenda. Tyler has my Complete &amp; Total Endorsement! #MN02 https://t.co/iE7HCpMueX",0.291496599,Twitter for iPhone,2020-09-18
1.25E+18,"Governor @GavinNewsom of California has been very nice &amp;  highly supportive about the great job we have done, working together, for California. That is the good news, but this is the bad. He is unfairly under attack by the Radical Left Dems, MSDNC etc. He is strong! Will he fold?",0.265208333,Twitter for iPhone,2020-04-11
1.28E+18,".....This action is taken effective immediately, but may also be used retroactively for destruction or vandalism already caused. There will be no exceptions!",0.425,Twitter for iPhone,2020-06-23
1.28E+18,"I have authorized the Federal Government to arrest anyone who vandalizes or destroys any monument, statue or other such Federal property in the U.S. with up to 10 years in prison, per the Veteran’s Memorial Preservation Act, or such other laws that may be pertinent.....",-0.05,Twitter for iPhone,2020-06-23
1.31E+18,...Jason worked with me to save Minneapolis along with your great National Guard after your local political leaders failed to do so. Jason has my Complete and Total Endorsement! #MNSEN https://t.co/PeTUxOGipN,0.066666667,Twitter for iPhone,2020-09-18
1.25E+18,"So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe, NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs, and obviously want back in. Sad!",-0.084517045,Twitter for iPhone,2020-04-11
1.23E+18,"...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A &amp; more, I would be at 70%. Oh well, what can you do? https://t.co/8TJf1JjLpn",-0.033333333,Twitter for iPhone,2020-02-18
1.23E+18,THANK YOU! #MAGA #KAG2020 https://t.co/uWMjL52f5O,0,Twitter for iPhone,2020-02-18
1.28E+18,"....In a certain way, our tremendous Testing success gives the Fake News Media all they want, CASES. In the meantime, Deaths and the all important Mortality Rate goes down. You don’t hear about that from the Fake News, and you never will. Anybody need any Ventilators???",0.013151927,Twitter for iPhone,2020-07-04
1.28E+18,"Cases, Cases, Cases! If we didn’t test so much and so successfully, we would have very few cases. If you test 40,000,000 people, you are going to have many cases that, without the testing (like other countries), would not show up every night on the Fake Evening News.....",0.094166667,Twitter for iPhone,2020-07-04
1.31E+18,"THANK YOU PENNSYLVANIA!
https://t.co/uQwRIKTPFN",0,Twitter for iPhone,2020-09-27
1.28E+18,"Cases are going up in the U.S. because we are testing far more than any other country, and ever expanding. With smaller testing we would show fewer cases!",0.11875,Twitter for iPhone,2020-06-23
1.31E+18,"Jason Lewis (@LewisForMN) will be an incredible Senator for the State of Minnesota! He is a proven leader who will help us Lower your Taxes, Protect our Communities and Defend your Second Amendment…",0.5,Twitter for iPhone,2020-09-18
1.25E+18,Will be interviewed by @JudgeJeanine tonight at 9:00 P.M. Eastern on @FoxNews! https://t.co/F83yVaxXab,0,Twitter for iPhone,2020-04-11
1.26E+18,Interestingly! https://t.co/LSXciF3gt0,0.625,Twitter for iPhone,2020-05-12
1.31E+18,"In just 3 and a half years, we have secured America’s Borders, rebuilt the awesome power of the U.S. Military, obliterated the ISIS caliphate, fixed our disastrous Trade Deals, and brought JOBS back home to America – and back to PENNSYLVANIA! #MAGA https://t.co/sWHvIjl2gQ",0.019047619,Twitter for iPhone,2020-09-27
1.31E+18,"...Sleepy Joe doesn’t have a clue, just look at what his own people said about his handling of the Swine Flu. It was a disaster!",0.75,Twitter for iPhone,2020-09-18
1.31E+18,"Sleepy Joe Biden just said that he wished I closed up one week earlier — but when I banned China from coming in, it took him TWO MONTHS to finally realize that was a good thing...",0.15,Twitter for iPhone,2020-09-18
1.3E+18,Moving along nicely. MAGA! https://t.co/xNchR73xgp,0.75,Twitter for iPhone,2020-08-30
1.25E+18,Mail in ballots substantially increases the risk of crime and VOTER FRAUD!,0,Twitter for iPhone,2020-04-12
1.28E+18,"....Dr. Anthony Fauci, who is with us in all ways, a very high 72% Approval Rating. So, if he is in charge along with V.P. etc., and with us doing all of these really good things, why doesn’t the Lamestream Media treat us as they should? Answer: Because they are Fake News!",0.094333333,Twitter for iPhone,2020-06-23
1.28E+18,"We did a great job on CoronaVirus, including the very early ban on China, Ventilator production, and Testing, which is by far the most, and best, in the World. We saved millions of U.S. lives.! Yet the Fake News refuses to acknowledge this in a positive way. But they do give....",0.322467532,Twitter for iPhone,2020-06-23
1.23E+18,Congratulations to Eddie DeBartolo Jr. and your wonderful family of friends! https://t.co/IJu93xjiQS,1,Twitter for iPhone,2020-02-19
1.31E+18,Happy #RoshHashanah https://t.co/wFmg0lKjUB,0.8,Twitter for iPhone,2020-09-18
1.31E+18,"Together, we are taking back our Country. We are returning power to YOU, the American People. With your help, your devotion, &amp; your drive, we are going to keep on working, we are going to keep on fighting, &amp; we are going to keep ON WINNING! Get out &amp; VOTE! https://t.co/gsFSgh2KPc https://t.co/oH6yltKd44",0.260416667,Twitter for iPhone,2020-09-27
1.3E+18,.@DNI_Ratcliffe on @MariaBartiromo this morning. @FoxNews,0,Twitter for iPhone,2020-08-30
1.23E+18,"There must be JUSTICE. This can never happen to a President, or our Country, again! https://t.co/5epW4JPYkF",0,Twitter for iPhone,2020-02-19
1.31E+18,On my way to the Great State of Minnesota. See you soon! #MAGA https://t.co/VcuGkJRmEH,1,Twitter for iPhone,2020-09-18
1.31E+18,"For years you had a President who apologized for America - now you have a President who is standing up for America, and standing up for Pennsylvania. So get your friends, get your family, get your neighbors &amp; co-workers, and GET OUT &amp; VOTE! Early voting has already begun — VOTE! https://t.co/9LtXuWWCRV",0.125,Twitter for iPhone,2020-09-27
1.28E+18,"Hogan Gidley will be leaving the White House on July 1 and heading over to my campaign to be the National Press Secretary.  He is a strong, loyal and trusted member of the team that I know will do an outstanding job! We must WIN this election! Follow him at @JHoganGidley.",0.478333333,Twitter for iPhone,2020-06-23
1.3E+18,LAW &amp; ORDER!!!,0,Twitter for iPhone,2020-08-30
1.3E+18,"Law and Order. If @NYCMayor can’t do it, we will! https://t.co/N88GX9Rkc9",0,Twitter for iPhone,2020-08-17
1.27E+18,Time for a change! #2020 https://t.co/AECy2GBfys,0,Twitter for iPhone,2020-05-30
1.31E+18,"Will be landing in Minnesota shortly where early VOTING has begun, and Absentee Ballots (information below) are now being sent out. Wish I could vote there, but I’ll have to rely on you! #Vote #TrumpPence2020 
https://t.co/kAKf2YB3we",0.0625,Twitter for iPhone,2020-09-18
1.28E+18,"We broke them up last night, fast. Numerous are, and will be, in prison! https://t.co/IrCl5Uo1Cy",0.066666667,Twitter for iPhone,2020-06-23
1.25E+18,Cryin’Chuck doesn’t have a clue. Couldn’t care less about the American Worker! https://t.co/eoXxXdn460,-0.083333333,Twitter for iPhone,2020-04-12
1.28E+18,Cases up only because of our big number testing. Mortality rate way down!!! https://t.co/bKFmgOLEGZ,-0.101273148,Twitter for iPhone,2020-06-23
1.31E+18,"Joe Biden says this is a race between Scranton and Park Avenue. This is a race between Scranton and China. Joe Biden betrayed Scranton, and America, to China and foreign countries. I will always put America First!",0.09375,Twitter for iPhone,2020-09-18
1.21E+18,"....won’t convict and remove the President - Then the House should not be Impeaching the President in the first place. If this is the new standard, every President from here on out is impeachable.”  Andy McCarthy @FoxNews  So well stated. Thank you!",0.128787879,Twitter for iPhone,2019-12-18
1.21E+18,"In the end here, nothing happened. We don’t approach anything like the egregious conduct that should be necessary before a President should be removed from office. I believe that a President can’t be removed from office if there is no reasonable possibility that the Senate..",-0.05,Twitter for iPhone,2019-12-18
1.21E+18,"“The evidence has to be overwhelming, and it is not. It’s not even close.” Ken Starr, Former Independent Counsel",0.166666667,Twitter for iPhone,2019-12-18
1.21E+18,Will go down in history as worst Speaker. Already thrown out once! https://t.co/Q6N2EVlp9j,-0.577777778,Twitter for iPhone,2019-12-18
1.21E+18,Thank you! https://t.co/YewSlzHxBM,0,Twitter for iPhone,2019-12-18
1.21E+18,"“Impeachment is a terrible idea for the Country. The more people learn about impeachment, the less people want impeachment.” @TuckerCarlson",-0.222222222,Twitter for iPhone,2019-12-18
1.21E+18,"“This is all about convicting a President based on innuendo, not on the facts. Even the Ukrainian President said there was no pressure!” @RepMarkMeadows",0,Twitter for iPhone,2019-12-18
